price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_per_sqft
3290000,3792,4,1,2,1,0,0,0,0,0,0,1,867.6160337552743
3290000,4040,2,1,1,1,0,0,0,0,0,0,0,814.3564356435644
3290000,2145,3,1,2,1,0,1,0,0,0,1,2,1533.7995337995337
3290000,5880,3,1,1,1,0,0,0,0,1,0,0,559.5238095238095
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,723.3333333333334
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,828.2442748091603
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,888.4615384615385
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,736.8421052631579
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,1199.7019374068554
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,745.3703703703703
3220000,3120,3,1,2,0,0,0,0,0,0,0,2,1032.051282051282
3150000,3450,1,1,1,1,0,0,0,0,0,0,2,913.0434782608696
3150000,3986,2,2,1,0,1,1,0,0,1,0,0,790.2659307576517
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,900.0
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,769.2307692307693
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,913.0434782608696
3150000,6750,2,1,1,1,0,0,0,0,0,0,1,466.6666666666667
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,350.0
3150000,3069,2,1,1,1,0,0,0,0,1,0,0,1026.392961876833
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,698.4444444444445
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,569.4267515923567
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,1300.604670558799
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,1038.3333333333333
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,809.0909090909091
3115000,3500,2,1,1,1,0,0,0,0,0,0,0,890.0
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,381.1111111111111
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,620.9677419354839
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,1425.9259259259259
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,996.7637540453075
3080000,4500,2,1,2,1,0,0,1,0,1,0,1,684.4444444444445
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,801.3157894736842
3010000,3090,3,1,2,0,0,0,0,0,0,0,1,974.1100323624595
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,929.0123456790124
3010000,2835,2,1,1,1,0,0,0,0,0,0,1,1061.7283950617284
3010000,4600,2,1,1,1,0,0,0,0,0,0,2,654.3478260869565
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,592.9866036249015
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,802.6666666666666
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,829.2011019283747
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,373.04347826086956
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,683.59375
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,987.0
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,502.56410256410254
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,592.741935483871
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,816.6666666666666
2940000,3660,4,1,2,0,0,0,0,0,0,0,0,803.2786885245902
2940000,3480,3,1,2,0,0,0,0,0,1,0,1,844.8275862068965
2940000,2700,2,1,1,0,0,0,0,0,0,0,2,1088.888888888889
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,933.3333333333334
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,444.44444444444446
2870000,3040,2,1,1,0,0,0,0,0,0,0,0,944.078947368421
2870000,3630,2,1,1,1,0,0,0,0,0,0,0,790.633608815427
2870000,6000,2,1,1,1,0,0,0,0,0,0,1,478.3333333333333
2870000,5400,4,1,2,1,0,0,0,0,0,0,0,531.4814814814815
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,548.5576923076923
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,859.0909090909091
2835000,4350,3,1,2,0,0,0,1,0,1,0,0,651.7241379310345
2835000,2640,2,1,1,0,0,0,0,0,1,0,2,1073.8636363636363
2800000,2650,3,1,2,1,0,1,0,0,1,0,0,1056.6037735849056
2800000,3960,3,1,1,1,0,0,0,0,0,0,2,707.070707070707
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,401.47058823529414
2730000,4000,3,1,2,1,0,0,0,0,1,0,0,682.5
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,673.75
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,676.1565836298932
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,1330.0
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,732.7823691460055
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,950.0
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,1094.6502057613168
2660000,3480,2,1,1,1,0,0,0,0,1,0,1,764.3678160919541
2660000,4000,3,1,1,1,0,0,0,0,0,0,1,665.0
2653000,3185,2,1,1,1,0,0,0,1,0,0,0,832.967032967033
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,663.25
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,894.8453608247422
2590000,3600,2,1,1,1,0,0,0,0,0,0,0,719.4444444444445
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,588.6363636363636
2590000,3600,2,2,2,1,0,1,0,0,1,0,2,719.4444444444445
2520000,2880,3,1,1,0,0,0,0,0,0,0,0,875.0
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,792.4528301886793
2520000,3000,2,1,2,1,0,0,0,0,0,0,2,840.0
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,564.7727272727273
2485000,3000,3,1,2,0,0,0,0,0,0,0,1,828.3333333333334
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,763.2398753894081
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,756.1728395061729
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,816.6666666666666
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,700.0
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,506.198347107438
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,318.1818181818182
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,662.4484181568088
2380000,2475,3,1,2,1,0,0,0,0,0,0,2,961.6161616161617
2380000,2787,4,2,2,1,0,0,0,0,0,0,2,853.9648367420165
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,729.1666666666666
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,644.2307692307693
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,726.4150943396227
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,1239.1067538126363
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,573.0478589420655
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,573.0478589420655
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,1148.7179487179487
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,421.3207547169811
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,711.6666666666666
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,875.0
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,700.0
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,625.0
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,573.0994152046784
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,1111.764705882353
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,517.9501233214579
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,620.4013377926422
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,606.6666666666666
1767150,2400,3,1,1,0,0,0,0,0,0,0,1,736.3125
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,483.42541436464086
1750000,2910,3,1,1,0,0,0,0,0,0,0,2,601.3745704467354
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,454.54545454545456
